supplier_order_id,supplier_id,supplier_name,product_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,order_status
PO000467,SUP003,BioHealth Distribution,P013,WH009,2025-11-21,2025-11-30,2025-11-29,1224,1224,Delivered
PO000468,SUP004,EuroMeds,P009,WH003,2026-01-24,2026-02-06,2026-02-04,1088,1088,Delivered
PO000469,SUP008,LifeCare Suppliers,P033,WH004,2025-11-29,2025-12-03,2025-12-05,1540,1540,Delivered
PO000470,SUP008,LifeCare Suppliers,P031,WH002,2026-03-19,2026-03-28,2026-03-26,2168,2168,Delivered
PO000471,SUP007,ColdMed Logistics,P012,WH010,2026-02-15,2026-02-24,2026-02-24,1029,1029,Delivered
PO000472,SUP002,PharmaLogistics,P023,WH002,2026-02-27,2026-03-04,2026-03-04,3604,3604,Delivered
PO000473,SUP004,EuroMeds,P025,WH008,2025-06-30,2025-07-12,2025-07-11,3473,3473,Delivered
PO000474,SUP007,ColdMed Logistics,P029,WH001,2025-10-21,2025-11-09,2025-11-07,4949,4949,Delivered
PO000475,SUP005,Global Pharma Supply,P033,WH004,2025-11-20,2025-11-28,2025-11-28,4307,4307,Delivered
PO000476,SUP001,MediSupply Europe,P018,WH007,2025-09-12,2025-09-27,2025-09-25,2675,2675,Delivered
PO000477,SUP006,HealthChain Partners,P041,WH006,2025-08-14,2025-08-29,2025-08-28,3142,3142,Delivered
PO000478,SUP002,PharmaLogistics,P044,WH009,2026-03-10,2026-03-16,2026-03-16,3985,2988,Partially Delivered
PO000479,SUP002,PharmaLogistics,P012,WH008,2026-06-24,2026-06-29,2026-06-28,4671,4671,Open
PO000480,SUP004,EuroMeds,P036,WH002,2026-02-15,2026-02-23,2026-02-22,711,711,Delivered
PO000481,SUP005,Global Pharma Supply,P004,WH010,2025-12-16,2025-12-27,2025-12-26,1720,1548,Partially Delivered
PO000482,SUP007,ColdMed Logistics,P013,WH010,2026-02-09,2026-02-20,2026-02-28,484,484,Delivered
PO000483,SUP004,EuroMeds,P031,WH010,2026-06-01,2026-06-14,2026-06-13,1473,1473,Delivered
PO000484,SUP001,MediSupply Europe,P022,WH006,2025-07-17,2025-07-30,2025-07-29,4708,4708,Delivered
PO000485,SUP005,Global Pharma Supply,P046,WH001,2026-01-10,2026-01-16,2026-01-15,3571,3571,Delivered
PO000486,SUP006,HealthChain Partners,P037,WH003,2026-03-16,2026-03-24,2026-03-24,1360,1360,Delivered
PO000487,SUP004,EuroMeds,P039,WH008,2026-05-28,2026-06-17,2026-06-16,258,258,Delivered
PO000488,SUP007,ColdMed Logistics,P030,WH010,2026-05-02,2026-05-10,2026-05-08,568,568,Delivered
PO000489,SUP006,HealthChain Partners,P034,WH001,2025-07-13,2025-07-26,2025-07-24,1031,927,Partially Delivered
PO000490,SUP001,MediSupply Europe,P031,WH001,2025-08-25,2025-09-13,2025-09-12,4274,4274,Delivered
PO000491,SUP001,MediSupply Europe,P006,WH001,2025-08-08,2025-08-21,2025-08-21,4427,4427,Delivered
PO000492,SUP004,EuroMeds,P026,WH005,2026-06-06,2026-06-19,2026-06-19,1224,1224,Delivered
PO000493,SUP007,ColdMed Logistics,P049,WH007,2025-12-04,2025-12-24,2025-12-24,3932,3932,Delivered
PO000494,SUP008,LifeCare Suppliers,P045,WH004,2025-11-22,2025-12-05,2025-12-04,2869,2869,Delivered
PO000495,SUP003,BioHealth Distribution,P013,WH009,2025-12-14,2025-12-23,2025-12-21,2588,2588,Delivered
PO000496,SUP007,ColdMed Logistics,P029,WH006,2025-12-03,2025-12-10,2025-12-10,4120,4120,Delivered
PO000497,SUP005,Global Pharma Supply,P050,WH005,2025-08-29,2025-09-06,2025-09-06,696,696,Delivered
PO000498,SUP001,MediSupply Europe,P026,WH005,2026-03-06,2026-03-22,2026-03-20,336,336,Delivered
PO000499,SUP002,PharmaLogistics,P039,WH006,2026-06-04,2026-06-07,2026-06-07,974,974,Delivered
PO000500,SUP007,ColdMed Logistics,P022,WH002,2025-08-06,2025-08-15,2025-08-15,3966,2974,Partially Delivered
PO000501,SUP008,LifeCare Suppliers,P004,WH003,2025-11-28,2025-12-14,2025-12-13,425,425,Delivered
PO000502,SUP001,MediSupply Europe,P035,WH003,2026-05-31,2026-06-14,2026-06-13,131,117,Partially Delivered
PO000503,SUP004,EuroMeds,P005,WH009,2026-02-09,2026-02-28,2026-02-27,4011,4011,Delivered
PO000504,SUP007,ColdMed Logistics,P028,WH004,2025-11-21,2025-11-30,2025-11-30,3731,3544,Partially Delivered
PO000505,SUP008,LifeCare Suppliers,P021,WH006,2026-03-21,2026-04-10,2026-04-13,1867,1867,Delivered
PO000506,SUP004,EuroMeds,P009,WH001,2025-12-15,2025-12-29,2025-12-27,4556,4556,Delivered
PO000507,SUP003,BioHealth Distribution,P010,WH007,2025-10-22,2025-11-08,2025-11-08,3185,3185,Delivered
PO000508,SUP002,PharmaLogistics,P040,WH006,2025-09-24,2025-10-05,2025-10-07,3727,3727,Delivered
PO000509,SUP008,LifeCare Suppliers,P033,WH007,2026-01-01,2026-01-12,2026-01-10,4953,4953,Delivered
PO000510,SUP006,HealthChain Partners,P040,WH010,2026-01-12,2026-01-31,2026-01-31,1832,1832,Delivered
PO000511,SUP007,ColdMed Logistics,P043,WH003,2025-11-07,2025-11-17,2025-11-15,3473,3473,Delivered
PO000512,SUP008,LifeCare Suppliers,P005,WH001,2026-03-18,2026-03-23,2026-03-29,4081,4081,Delivered
PO000513,SUP006,HealthChain Partners,P009,WH005,2025-12-21,2026-01-06,2026-01-05,1365,1365,Delivered
PO000514,SUP005,Global Pharma Supply,P017,WH006,2025-10-09,2025-10-22,2025-10-20,3076,2922,Partially Delivered
PO000515,SUP003,BioHealth Distribution,P033,WH010,2025-12-05,2025-12-23,2025-12-23,4736,4499,Partially Delivered
PO000516,SUP001,MediSupply Europe,P017,WH004,2025-08-21,2025-09-04,2025-09-02,2053,2053,Delivered
PO000517,SUP005,Global Pharma Supply,P006,WH008,2026-02-02,2026-02-08,2026-02-07,1720,1720,Delivered
PO000518,SUP005,Global Pharma Supply,P027,WH003,2026-04-30,2026-05-20,2026-05-19,3190,3190,Delivered
PO000519,SUP001,MediSupply Europe,P027,WH008,2026-05-24,2026-06-12,2026-06-12,3545,3190,Partially Delivered
PO000520,SUP002,PharmaLogistics,P046,WH005,2026-01-17,2026-02-02,2026-01-31,4901,4901,Delivered
PO000521,SUP003,BioHealth Distribution,P014,WH009,2026-06-05,2026-06-22,2026-06-21,1287,1287,Delivered
PO000522,SUP007,ColdMed Logistics,P005,WH009,2026-03-24,2026-04-07,2026-04-05,3448,3275,Partially Delivered
PO000523,SUP007,ColdMed Logistics,P017,WH005,2025-11-25,2025-12-13,2025-12-13,2889,2600,Partially Delivered
PO000524,SUP002,PharmaLogistics,P004,WH004,2026-01-03,2026-01-06,2026-01-04,2400,2160,Partially Delivered
PO000525,SUP006,HealthChain Partners,P041,WH004,2025-10-16,2025-10-31,2025-10-29,3620,3620,Delivered
PO000526,SUP001,MediSupply Europe,P007,WH001,2025-10-10,2025-10-22,2025-10-20,1793,1793,Delivered
PO000527,SUP005,Global Pharma Supply,P037,WH007,2025-09-08,2025-09-13,2025-09-13,4832,4832,Delivered
PO000528,SUP008,LifeCare Suppliers,P014,WH004,2026-05-19,2026-05-27,2026-06-02,429,429,Delivered
PO000529,SUP003,BioHealth Distribution,P013,WH006,2026-04-19,2026-05-06,2026-05-04,179,170,Partially Delivered
PO000530,SUP008,LifeCare Suppliers,P029,WH007,2026-02-05,2026-02-20,2026-02-20,3346,3346,Delivered
PO000531,SUP006,HealthChain Partners,P049,WH006,2025-12-27,2026-01-16,2026-01-15,4071,4071,Delivered
PO000532,SUP008,LifeCare Suppliers,P034,WH002,2025-12-06,2025-12-26,2025-12-26,1764,1764,Delivered
PO000533,SUP001,MediSupply Europe,P034,WH009,2026-03-22,2026-03-31,2026-03-29,3254,3254,Delivered
PO000534,SUP002,PharmaLogistics,P038,WH005,2025-07-13,2025-07-27,2025-07-26,504,478,Partially Delivered
PO000535,SUP006,HealthChain Partners,P039,WH002,2026-04-21,2026-05-10,2026-05-10,4012,4012,Delivered
PO000536,SUP001,MediSupply Europe,P048,WH001,2025-08-05,2025-08-20,2025-08-20,624,624,Delivered
PO000537,SUP001,MediSupply Europe,P025,WH004,2026-04-13,2026-04-16,2026-04-16,620,620,Delivered
PO000538,SUP003,BioHealth Distribution,P035,WH004,2025-07-10,2025-07-15,2025-07-15,3152,3152,Delivered
PO000539,SUP005,Global Pharma Supply,P020,WH009,2026-05-24,2026-06-03,2026-06-09,3105,3105,Delivered
PO000540,SUP008,LifeCare Suppliers,P031,WH002,2026-04-16,2026-04-27,2026-05-05,3502,3502,Delivered
PO000541,SUP008,LifeCare Suppliers,P046,WH001,2026-06-21,2026-07-04,2026-07-02,3037,3037,Open
PO000542,SUP007,ColdMed Logistics,P044,WH008,2025-09-28,2025-10-14,2025-10-13,482,482,Delivered
PO000543,SUP005,Global Pharma Supply,P025,WH004,2026-01-10,2026-01-29,2026-01-27,2294,2294,Delivered
PO000544,SUP004,EuroMeds,P029,WH002,2025-12-31,2026-01-09,2026-01-07,1165,1165,Delivered
PO000545,SUP004,EuroMeds,P050,WH008,2025-12-20,2025-12-30,2025-12-29,4115,4115,Delivered
PO000546,SUP005,Global Pharma Supply,P050,WH008,2026-01-21,2026-01-25,2026-01-25,3610,3610,Delivered
PO000547,SUP007,ColdMed Logistics,P046,WH001,2025-09-13,2025-09-23,2025-09-23,3975,3975,Delivered
PO000548,SUP005,Global Pharma Supply,P034,WH004,2026-01-10,2026-01-18,2026-01-16,854,768,Partially Delivered
PO000549,SUP001,MediSupply Europe,P010,WH010,2026-03-14,2026-03-22,2026-03-21,1971,1971,Delivered
PO000550,SUP008,LifeCare Suppliers,P019,WH010,2025-08-05,2025-08-25,2025-08-25,3015,3015,Delivered
PO000551,SUP004,EuroMeds,P039,WH005,2025-09-01,2025-09-10,2025-09-08,1027,975,Partially Delivered
PO000552,SUP004,EuroMeds,P011,WH001,2025-11-19,2025-11-23,2025-11-21,1404,1404,Delivered
PO000553,SUP003,BioHealth Distribution,P040,WH006,2026-03-31,2026-04-04,2026-04-09,554,554,Delivered
PO000554,SUP004,EuroMeds,P040,WH001,2025-09-30,2025-10-05,2025-10-11,663,663,Delivered
PO000555,SUP005,Global Pharma Supply,P036,WH002,2026-05-27,2026-06-15,2026-06-21,4929,4682,Partially Delivered
PO000556,SUP007,ColdMed Logistics,P023,WH009,2026-06-01,2026-06-10,2026-06-17,4113,4113,Delivered
PO000557,SUP001,MediSupply Europe,P044,WH008,2025-09-20,2025-10-07,2025-10-07,4518,4518,Delivered
PO000558,SUP004,EuroMeds,P038,WH004,2026-04-23,2026-04-28,2026-04-28,2600,2600,Delivered
PO000559,SUP003,BioHealth Distribution,P025,WH009,2026-02-09,2026-02-28,2026-02-27,1709,1709,Delivered
PO000560,SUP003,BioHealth Distribution,P044,WH003,2025-08-17,2025-09-03,2025-09-03,2858,2143,Partially Delivered
PO000561,SUP006,HealthChain Partners,P049,WH001,2025-06-29,2025-07-18,2025-07-16,4626,4626,Delivered
PO000562,SUP008,LifeCare Suppliers,P045,WH005,2025-10-28,2025-11-16,2025-11-16,1403,1332,Partially Delivered
PO000563,SUP003,BioHealth Distribution,P021,WH008,2026-04-25,2026-05-15,2026-05-13,1274,955,Partially Delivered
PO000564,SUP002,PharmaLogistics,P038,WH006,2025-09-25,2025-09-28,2025-09-28,4347,4129,Partially Delivered
PO000565,SUP006,HealthChain Partners,P027,WH004,2025-07-30,2025-08-11,2025-08-09,4738,4501,Partially Delivered
PO000566,SUP001,MediSupply Europe,P002,WH010,2025-11-10,2025-11-28,2025-11-28,3317,3317,Delivered
PO000567,SUP006,HealthChain Partners,P006,WH001,2026-03-05,2026-03-10,2026-03-10,4524,4524,Delivered
PO000568,SUP007,ColdMed Logistics,P035,WH001,2026-06-16,2026-06-25,2026-06-23,3833,3833,Delivered
PO000569,SUP003,BioHealth Distribution,P009,WH006,2026-01-05,2026-01-14,2026-01-14,4274,3846,Partially Delivered
PO000570,SUP005,Global Pharma Supply,P020,WH005,2026-03-21,2026-03-28,2026-03-26,3258,3258,Delivered
PO000571,SUP005,Global Pharma Supply,P033,WH005,2025-08-22,2025-08-30,2025-08-29,4932,4685,Partially Delivered
PO000572,SUP006,HealthChain Partners,P047,WH009,2025-09-27,2025-10-04,2025-10-04,4402,4402,Delivered
PO000573,SUP007,ColdMed Logistics,P029,WH007,2026-01-22,2026-01-31,2026-01-30,1435,1435,Delivered
PO000574,SUP005,Global Pharma Supply,P027,WH005,2026-02-05,2026-02-21,2026-03-04,836,794,Partially Delivered
PO000575,SUP004,EuroMeds,P001,WH004,2025-09-20,2025-10-05,2025-10-05,2717,2717,Delivered
PO000576,SUP006,HealthChain Partners,P013,WH004,2026-05-14,2026-05-23,2026-05-21,507,507,Delivered
PO000577,SUP005,Global Pharma Supply,P003,WH001,2025-07-21,2025-07-29,2025-07-29,4913,4667,Partially Delivered
PO000578,SUP006,HealthChain Partners,P001,WH002,2026-05-20,2026-06-06,2026-06-05,242,242,Delivered
PO000579,SUP001,MediSupply Europe,P020,WH008,2026-06-04,2026-06-16,2026-06-16,3732,3732,Delivered
PO000580,SUP005,Global Pharma Supply,P040,WH007,2026-04-17,2026-04-21,2026-04-25,4261,4261,Delivered
PO000581,SUP007,ColdMed Logistics,P026,WH004,2025-11-20,2025-11-26,2025-11-25,3509,3509,Delivered
PO000582,SUP004,EuroMeds,P012,WH001,2025-10-21,2025-10-29,2025-10-29,3568,3568,Delivered
PO000583,SUP005,Global Pharma Supply,P006,WH004,2025-07-17,2025-08-06,2025-08-05,2858,2858,Delivered
PO000584,SUP002,PharmaLogistics,P050,WH009,2026-03-01,2026-03-13,2026-03-11,740,703,Partially Delivered
PO000585,SUP001,MediSupply Europe,P009,WH004,2025-09-12,2025-09-20,2025-09-18,3301,3301,Delivered
PO000586,SUP006,HealthChain Partners,P036,WH001,2025-08-06,2025-08-22,2025-08-20,3258,3258,Delivered
PO000587,SUP003,BioHealth Distribution,P020,WH010,2026-06-19,2026-07-06,2026-07-06,320,304,Open
PO000588,SUP005,Global Pharma Supply,P010,WH008,2026-01-14,2026-01-28,2026-01-28,851,851,Delivered
PO000589,SUP004,EuroMeds,P010,WH009,2025-07-13,2025-07-21,2025-07-21,325,325,Delivered
PO000590,SUP001,MediSupply Europe,P031,WH003,2026-01-02,2026-01-18,2026-01-18,3711,3711,Delivered
PO000591,SUP005,Global Pharma Supply,P020,WH002,2026-02-22,2026-03-14,2026-03-12,1654,1240,Partially Delivered
PO000592,SUP006,HealthChain Partners,P025,WH005,2026-01-18,2026-01-25,2026-01-23,4142,4142,Delivered
PO000593,SUP002,PharmaLogistics,P045,WH001,2025-11-26,2025-12-15,2025-12-13,4753,4753,Delivered
PO000594,SUP006,HealthChain Partners,P031,WH004,2025-09-19,2025-10-01,2025-09-30,2266,2266,Delivered
PO000595,SUP003,BioHealth Distribution,P047,WH006,2025-08-07,2025-08-17,2025-08-15,2653,2653,Delivered
PO000596,SUP008,LifeCare Suppliers,P041,WH007,2025-11-27,2025-12-12,2025-12-26,1099,1044,Partially Delivered
PO000597,SUP007,ColdMed Logistics,P009,WH002,2025-07-25,2025-08-08,2025-08-22,4416,4416,Delivered
PO000598,SUP008,LifeCare Suppliers,P041,WH010,2025-06-28,2025-07-09,2025-07-10,1958,1958,Delivered
PO000599,SUP004,EuroMeds,P049,WH009,2026-06-10,2026-06-30,2026-06-29,4263,3836,Open
PO000600,SUP007,ColdMed Logistics,P024,WH002,2025-11-12,2025-11-28,2025-11-28,4264,4264,Delivered
PO000601,SUP007,ColdMed Logistics,P004,WH005,2025-10-01,2025-10-13,2025-10-17,4424,3981,Partially Delivered
PO000602,SUP005,Global Pharma Supply,P037,WH007,2026-04-11,2026-04-23,2026-04-22,304,304,Delivered
PO000603,SUP005,Global Pharma Supply,P045,WH009,2025-09-10,2025-09-14,2025-09-12,1219,1219,Delivered
PO000604,SUP006,HealthChain Partners,P024,WH007,2026-05-07,2026-05-25,2026-05-24,4261,4261,Delivered
PO000605,SUP002,PharmaLogistics,P014,WH006,2025-07-07,2025-07-22,2025-07-22,3672,3672,Delivered
PO000606,SUP007,ColdMed Logistics,P008,WH006,2025-08-19,2025-09-05,2025-09-17,636,636,Delivered
PO000607,SUP007,ColdMed Logistics,P049,WH005,2026-06-12,2026-06-23,2026-06-22,2705,2705,Delivered
PO000608,SUP008,LifeCare Suppliers,P027,WH009,2025-10-27,2025-11-10,2025-11-10,191,181,Partially Delivered
PO000609,SUP004,EuroMeds,P042,WH010,2026-06-22,2026-07-12,2026-07-12,2407,2407,Open
PO000610,SUP008,LifeCare Suppliers,P030,WH004,2025-10-04,2025-10-13,2025-10-11,2369,2369,Delivered
PO000611,SUP007,ColdMed Logistics,P050,WH002,2026-04-03,2026-04-17,2026-04-24,4882,4882,Delivered
PO000612,SUP001,MediSupply Europe,P014,WH001,2026-04-30,2026-05-20,2026-05-19,299,299,Delivered
PO000613,SUP007,ColdMed Logistics,P040,WH004,2025-09-23,2025-09-26,2025-09-28,290,290,Delivered
PO000614,SUP004,EuroMeds,P040,WH001,2025-09-10,2025-09-21,2025-09-20,4128,4128,Delivered
PO000615,SUP006,HealthChain Partners,P018,WH009,2025-07-11,2025-07-28,2025-07-28,1180,1180,Delivered
PO000616,SUP007,ColdMed Logistics,P013,WH008,2026-05-17,2026-06-03,2026-06-01,1296,1296,Delivered
PO000617,SUP003,BioHealth Distribution,P029,WH004,2026-04-08,2026-04-15,2026-04-15,3412,2559,Partially Delivered
PO000618,SUP002,PharmaLogistics,P028,WH002,2025-11-25,2025-12-14,2025-12-12,3012,2259,Partially Delivered
PO000619,SUP007,ColdMed Logistics,P048,WH010,2025-12-18,2025-12-23,2025-12-27,1907,1907,Delivered
PO000620,SUP007,ColdMed Logistics,P050,WH010,2025-08-07,2025-08-15,2025-08-23,1162,1162,Delivered
PO000621,SUP006,HealthChain Partners,P004,WH006,2026-05-05,2026-05-18,2026-05-17,4194,3984,Partially Delivered
PO000622,SUP006,HealthChain Partners,P027,WH006,2026-04-29,2026-05-12,2026-05-10,3130,3130,Delivered
PO000623,SUP003,BioHealth Distribution,P036,WH003,2026-01-21,2026-01-24,2026-01-23,3307,3307,Delivered
PO000624,SUP006,HealthChain Partners,P024,WH003,2025-10-04,2025-10-22,2025-10-29,2614,2483,Partially Delivered
PO000625,SUP005,Global Pharma Supply,P024,WH007,2025-12-19,2026-01-02,2026-01-01,3729,3729,Delivered
PO000626,SUP002,PharmaLogistics,P003,WH007,2026-03-26,2026-04-12,2026-04-10,3479,3479,Delivered
PO000627,SUP004,EuroMeds,P045,WH010,2025-11-07,2025-11-23,2025-11-22,862,862,Delivered
PO000628,SUP007,ColdMed Logistics,P019,WH009,2026-03-04,2026-03-11,2026-03-16,4669,4435,Partially Delivered
PO000629,SUP002,PharmaLogistics,P039,WH006,2025-12-30,2026-01-11,2026-01-10,3545,3545,Delivered
PO000630,SUP001,MediSupply Europe,P049,WH010,2025-10-23,2025-11-11,2025-11-10,4224,4224,Delivered
PO000631,SUP006,HealthChain Partners,P009,WH005,2026-01-21,2026-02-07,2026-02-05,150,150,Delivered
PO000632,SUP004,EuroMeds,P022,WH010,2025-10-18,2025-11-07,2025-11-07,2388,2388,Delivered
PO000633,SUP004,EuroMeds,P022,WH009,2026-04-23,2026-05-03,2026-05-13,3694,3694,Delivered
PO000634,SUP003,BioHealth Distribution,P016,WH002,2025-12-15,2025-12-24,2025-12-22,1936,1742,Partially Delivered
PO000635,SUP001,MediSupply Europe,P008,WH002,2026-02-10,2026-02-21,2026-02-20,3594,3594,Delivered
PO000636,SUP001,MediSupply Europe,P017,WH004,2026-01-10,2026-01-15,2026-01-14,2378,2140,Partially Delivered
PO000637,SUP001,MediSupply Europe,P048,WH004,2026-05-29,2026-06-09,2026-06-09,3205,3205,Delivered
PO000638,SUP003,BioHealth Distribution,P037,WH010,2026-03-26,2026-04-08,2026-04-06,1400,1400,Delivered
PO000639,SUP002,PharmaLogistics,P027,WH010,2026-05-13,2026-06-02,2026-06-02,3886,3497,Partially Delivered
PO000640,SUP005,Global Pharma Supply,P035,WH010,2026-03-20,2026-03-29,2026-03-28,1867,1400,Partially Delivered
PO000641,SUP002,PharmaLogistics,P035,WH004,2025-09-24,2025-10-04,2025-10-02,846,761,Partially Delivered
PO000642,SUP006,HealthChain Partners,P014,WH005,2026-05-29,2026-06-11,2026-06-09,3939,3939,Delivered
PO000643,SUP008,LifeCare Suppliers,P043,WH003,2025-11-30,2025-12-13,2025-12-13,1308,1308,Delivered
PO000644,SUP002,PharmaLogistics,P041,WH002,2025-11-18,2025-11-23,2025-11-21,807,807,Delivered
PO000645,SUP007,ColdMed Logistics,P022,WH004,2026-01-18,2026-02-06,2026-02-05,2972,2972,Delivered
PO000646,SUP007,ColdMed Logistics,P022,WH009,2026-04-02,2026-04-21,2026-04-20,3160,3160,Delivered
PO000647,SUP007,ColdMed Logistics,P011,WH004,2025-11-05,2025-11-21,2025-11-20,2197,2197,Delivered
PO000648,SUP004,EuroMeds,P032,WH010,2025-11-04,2025-11-13,2025-11-12,1607,1526,Partially Delivered
PO000649,SUP002,PharmaLogistics,P027,WH010,2026-01-07,2026-01-17,2026-01-15,3676,3676,Delivered
PO000650,SUP008,LifeCare Suppliers,P020,WH001,2025-07-19,2025-07-25,2025-07-23,2978,2978,Delivered
PO000651,SUP004,EuroMeds,P046,WH010,2026-06-21,2026-06-25,2026-06-25,3340,3340,Delivered
PO000652,SUP006,HealthChain Partners,P034,WH008,2025-10-26,2025-11-07,2025-11-05,3730,3730,Delivered
PO000653,SUP003,BioHealth Distribution,P019,WH003,2026-02-04,2026-02-11,2026-02-10,1654,1654,Delivered
PO000654,SUP007,ColdMed Logistics,P010,WH001,2025-11-15,2025-11-20,2025-11-29,1409,1409,Delivered
PO000655,SUP008,LifeCare Suppliers,P013,WH001,2025-07-26,2025-07-29,2025-07-27,4307,4307,Delivered
PO000656,SUP007,ColdMed Logistics,P028,WH005,2026-02-11,2026-02-19,2026-02-19,2256,2256,Delivered
PO000657,SUP006,HealthChain Partners,P008,WH004,2026-01-27,2026-02-14,2026-02-24,3973,3973,Delivered
PO000658,SUP005,Global Pharma Supply,P022,WH007,2025-09-29,2025-10-19,2025-10-18,4633,4633,Delivered
PO000659,SUP006,HealthChain Partners,P028,WH007,2026-05-25,2026-06-04,2026-06-12,4205,4205,Delivered
PO000660,SUP007,ColdMed Logistics,P016,WH009,2025-12-06,2025-12-10,2025-12-19,694,694,Delivered
PO000661,SUP001,MediSupply Europe,P017,WH003,2025-10-21,2025-11-02,2025-11-01,451,451,Delivered
PO000662,SUP002,PharmaLogistics,P040,WH010,2026-03-30,2026-04-02,2026-03-31,2047,1944,Partially Delivered
PO000663,SUP008,LifeCare Suppliers,P042,WH010,2025-10-05,2025-10-12,2025-10-10,1265,1265,Delivered
PO000664,SUP002,PharmaLogistics,P049,WH002,2025-09-11,2025-09-21,2025-09-19,2376,2376,Delivered
PO000665,SUP004,EuroMeds,P040,WH001,2026-04-11,2026-04-29,2026-04-28,2014,2014,Delivered
PO000666,SUP007,ColdMed Logistics,P019,WH002,2026-03-05,2026-03-21,2026-03-19,4590,4590,Delivered
PO000667,SUP001,MediSupply Europe,P049,WH002,2026-01-25,2026-02-06,2026-02-04,3247,3247,Delivered
PO000668,SUP006,HealthChain Partners,P038,WH006,2025-08-23,2025-09-12,2025-09-11,4648,4415,Partially Delivered
PO000669,SUP006,HealthChain Partners,P018,WH001,2025-07-16,2025-08-01,2025-07-31,3506,3506,Delivered
PO000670,SUP001,MediSupply Europe,P037,WH008,2025-09-17,2025-09-30,2025-09-28,1145,1145,Delivered
PO000671,SUP002,PharmaLogistics,P029,WH005,2025-08-22,2025-08-25,2025-08-23,4392,4392,Delivered
PO000672,SUP007,ColdMed Logistics,P015,WH001,2026-01-01,2026-01-05,2026-01-05,3020,3020,Delivered
PO000673,SUP008,LifeCare Suppliers,P021,WH007,2026-04-26,2026-05-02,2026-05-01,3171,3171,Delivered
PO000674,SUP003,BioHealth Distribution,P007,WH008,2025-07-31,2025-08-16,2025-08-14,2610,2610,Delivered
PO000675,SUP008,LifeCare Suppliers,P036,WH001,2026-03-21,2026-03-29,2026-03-29,4015,4015,Delivered
PO000676,SUP005,Global Pharma Supply,P048,WH002,2026-03-21,2026-04-08,2026-04-06,3957,3957,Delivered
PO000677,SUP006,HealthChain Partners,P022,WH009,2025-11-10,2025-11-20,2025-11-19,2139,1925,Partially Delivered
PO000678,SUP001,MediSupply Europe,P037,WH010,2025-09-07,2025-09-19,2025-09-17,405,405,Delivered
PO000679,SUP003,BioHealth Distribution,P006,WH002,2026-06-18,2026-06-27,2026-06-29,550,550,Open
PO000680,SUP002,PharmaLogistics,P040,WH007,2025-12-28,2026-01-07,2026-01-06,4864,4864,Delivered
PO000681,SUP001,MediSupply Europe,P014,WH004,2025-10-14,2025-11-01,2025-11-01,4603,3452,Partially Delivered
PO000682,SUP001,MediSupply Europe,P017,WH008,2025-08-19,2025-08-24,2025-08-24,2389,2389,Delivered
PO000683,SUP008,LifeCare Suppliers,P001,WH009,2025-11-28,2025-12-16,2025-12-14,1418,1418,Delivered
PO000684,SUP003,BioHealth Distribution,P044,WH008,2025-10-25,2025-11-06,2025-11-06,3893,3893,Delivered
PO000685,SUP001,MediSupply Europe,P002,WH004,2025-12-16,2025-12-26,2025-12-26,4374,4374,Delivered
PO000686,SUP003,BioHealth Distribution,P042,WH002,2026-05-11,2026-05-26,2026-05-24,1476,1476,Delivered
PO000687,SUP006,HealthChain Partners,P045,WH002,2026-03-31,2026-04-06,2026-04-12,428,428,Delivered
PO000688,SUP008,LifeCare Suppliers,P038,WH001,2025-09-07,2025-09-16,2025-09-14,212,212,Delivered
PO000689,SUP003,BioHealth Distribution,P046,WH005,2025-07-31,2025-08-06,2025-08-05,373,373,Delivered
PO000690,SUP006,HealthChain Partners,P049,WH006,2026-05-23,2026-06-03,2026-06-06,588,588,Delivered
PO000691,SUP003,BioHealth Distribution,P036,WH007,2026-01-17,2026-02-04,2026-02-14,4945,4450,Partially Delivered
PO000692,SUP002,PharmaLogistics,P050,WH006,2025-09-03,2025-09-17,2025-09-15,1696,1696,Delivered
PO000693,SUP002,PharmaLogistics,P021,WH003,2025-10-25,2025-11-09,2025-11-09,1118,1118,Delivered
PO000694,SUP005,Global Pharma Supply,P005,WH004,2025-12-31,2026-01-05,2026-01-05,333,333,Delivered
PO000695,SUP002,PharmaLogistics,P020,WH008,2025-09-04,2025-09-24,2025-09-24,4985,4486,Partially Delivered
PO000696,SUP003,BioHealth Distribution,P041,WH005,2025-09-03,2025-09-08,2025-09-07,1176,1176,Delivered
PO000697,SUP008,LifeCare Suppliers,P022,WH007,2026-03-02,2026-03-07,2026-03-06,4374,4374,Delivered
PO000698,SUP008,LifeCare Suppliers,P040,WH010,2025-08-20,2025-08-30,2025-08-29,3456,3456,Delivered
PO000699,SUP007,ColdMed Logistics,P023,WH007,2026-04-21,2026-04-29,2026-04-28,1207,1207,Delivered
PO000700,SUP001,MediSupply Europe,P001,WH003,2025-09-06,2025-09-11,2025-09-09,1730,1643,Partially Delivered
PO000701,SUP005,Global Pharma Supply,P013,WH007,2025-10-16,2025-11-01,2025-10-31,4784,4544,Partially Delivered
PO000702,SUP005,Global Pharma Supply,P024,WH009,2025-07-27,2025-08-05,2025-08-14,1199,1199,Delivered
PO000703,SUP001,MediSupply Europe,P025,WH005,2026-05-01,2026-05-19,2026-05-18,431,387,Partially Delivered
