sales_order_id,order_date,product_id,warehouse_id,customer_type,quantity_ordered,quantity_delivered,sales_amount
SO003967,2025-11-20,P032,WH003,Pharmacy,293,146,11859.58
SO003968,2026-05-13,P018,WH010,Clinic,175,140,8709.4
SO003969,2025-11-06,P040,WH003,Distributor,587,587,34861.93
SO003970,2025-12-20,P011,WH004,Pharmacy,327,310,15186.9
SO003971,2025-07-14,P037,WH009,Pharmacy,271,271,18124.48
SO003972,2026-02-25,P039,WH003,Pharmacy,71,67,769.83
SO003973,2026-04-23,P036,WH008,Pharmacy,47,47,4187.23
SO003974,2026-01-29,P010,WH008,Distributor,481,456,34665.12
SO003975,2025-10-21,P006,WH006,Pharmacy,304,354,28120.0
SO003976,2026-04-21,P045,WH002,Pharmacy,577,577,40978.54
SO003977,2025-07-12,P016,WH006,Pharmacy,448,358,10192.26
SO003978,2026-04-29,P025,WH004,Pharmacy,388,310,27394.7
SO003979,2026-03-04,P034,WH007,Hospital,139,139,2527.02
SO003980,2026-03-03,P031,WH001,Hospital,153,153,5832.36
SO003981,2025-11-02,P047,WH003,Hospital,144,144,9717.12
SO003982,2026-05-11,P008,WH008,Pharmacy,44,44,3740.44
SO003983,2026-03-10,P017,WH001,Clinic,304,304,1444.0
SO003984,2025-09-26,P014,WH010,Distributor,407,325,6682.0
SO003985,2026-03-06,P030,WH003,Pharmacy,25,25,743.5
SO003986,2026-05-25,P018,WH003,Pharmacy,297,297,18476.37
SO003987,2025-09-20,P046,WH008,Pharmacy,445,422,28261.34
SO003988,2025-09-08,P036,WH001,Pharmacy,96,96,8552.64
SO003989,2025-08-15,P021,WH010,Hospital,267,267,24227.58
SO003990,2026-01-16,P031,WH005,Clinic,425,340,12960.8
SO003991,2026-03-29,P033,WH007,Pharmacy,52,49,1559.18
SO003992,2026-05-07,P023,WH004,Pharmacy,27,27,991.98
SO003993,2026-02-03,P038,WH010,Hospital,435,435,24025.05
SO003994,2026-03-15,P005,WH003,Pharmacy,200,200,5014.0
SO003995,2026-01-08,P015,WH010,Distributor,119,113,7834.29
SO003996,2026-06-11,P030,WH006,Hospital,96,96,2855.04
SO003997,2026-02-14,P016,WH005,Pharmacy,228,228,6491.16
SO003998,2026-01-08,P040,WH002,Pharmacy,350,332,19717.48
SO003999,2026-05-28,P029,WH006,Clinic,154,154,12535.6
SO004000,2026-01-18,P028,WH003,Hospital,407,407,37293.41
SO004001,2026-01-31,P006,WH009,Clinic,380,380,35150.0
SO004002,2025-08-24,P005,WH003,Pharmacy,466,466,11682.62
SO004003,2025-11-02,P038,WH009,Pharmacy,350,280,15464.4
SO004004,2026-01-03,P025,WH006,Hospital,492,492,43478.04
SO004005,2026-04-16,P028,WH008,Hospital,163,163,14935.69
SO004006,2025-06-29,P001,WH009,Pharmacy,521,494,27204.58
SO004007,2026-02-20,P014,WH008,Pharmacy,269,255,5242.8
SO004008,2025-12-13,P019,WH002,Pharmacy,144,144,2718.72
SO004009,2025-12-24,P031,WH003,Hospital,69,65,2477.8
SO004010,2026-01-28,P015,WH008,Pharmacy,263,263,18233.79
SO004011,2025-11-25,P019,WH005,Hospital,565,565,10667.2
SO004012,2026-03-25,P038,WH010,Pharmacy,431,215,11874.45
SO004013,2026-04-30,P032,WH004,Clinic,32,32,2599.36
SO004014,2025-11-20,P031,WH006,Pharmacy,467,467,17802.04
SO004015,2025-11-20,P037,WH006,Pharmacy,375,375,25080.0
SO004016,2026-06-14,P026,WH007,Pharmacy,198,198,8337.78
SO004017,2025-09-17,P048,WH005,Pharmacy,158,158,5648.5
SO004018,2026-02-07,P041,WH001,Hospital,507,507,47698.56
SO004019,2025-09-26,P025,WH008,Pharmacy,140,133,11753.21
SO004020,2026-02-28,P047,WH001,Distributor,569,569,38396.12
SO004021,2025-09-29,P040,WH004,Hospital,532,532,31595.48
SO004022,2026-03-22,P008,WH003,Pharmacy,146,146,12411.46
SO004023,2025-08-01,P004,WH003,Hospital,503,477,12893.31
SO004024,2026-05-11,P031,WH006,Clinic,459,367,13990.04
SO004025,2026-01-26,P032,WH008,Clinic,225,213,17301.99
SO004026,2026-01-05,P034,WH005,Distributor,544,544,9889.92
SO004027,2025-09-25,P048,WH006,hospital,507,507,18125.25
SO004028,2025-07-15,P003,WH006,Pharmacy,215,215,7849.65
SO004029,2025-11-02,P041,WH001,Pharmacy,326,326,30670.08
SO004030,2026-05-27,P026,WH007,Hospital,102,102,4295.22
SO004031,2025-11-26,P004,WH001,Hospital,533,506,13677.18
SO004032,2025-09-28,P002,WH007,Pharmacy,270,256,2856.96
SO004033,2026-04-10,P019,WH008,Pharmacy,325,325,6136.0
SO004034,2025-09-21,P023,WH004,Distributor,242,242,8891.08
SO004035,2026-05-17,P025,WH008,Distributor,64,64,5655.68
SO004036,2026-02-01,P047,WH006,Pharmacy,592,592,39948.16
SO004037,2026-06-15,P007,WH006,Pharmacy,105,99,3847.14
SO004038,2025-10-22,P008,WH009,Clinic,136,136,11561.36
SO004039,2025-11-10,P003,WH006,Pharmacy,180,180,6571.8
SO004040,2025-07-31,P023,WH005,Clinic,66,52,1910.48
SO004041,2025-12-30,P047,WH010,Pharmacy,211,211,14238.28
SO004042,2025-07-21,P033,WH010,Hospital,234,234,7445.88
SO004043,2026-01-18,P048,WH006,Pharmacy,594,594,21235.5
SO004044,2025-11-18,P028,WH008,Clinic,428,428,39217.64
SO004045,2025-08-04,P022,WH009,Pharmacy,207,207,18033.84
SO004046,2026-01-14,P035,WH010,Hospital,106,106,5724.0
SO004047,2026-01-10,P034,WH010,Hospital,314,251,4563.18
SO004048,2025-11-20,P030,WH008,Hospital,13,10,297.4
SO004049,2026-04-18,P047,WH008,Pharmacy,37,37,2496.76
SO004050,2025-10-10,P036,WH007,Hospital,73,73,6503.57
SO004051,2026-04-25,P014,WH001,Pharmacy,593,593,12192.08
SO004052,2025-10-24,P009,WH004,Clinic,364,364,22160.32
SO004053,2026-05-08,P022,WH004,Pharmacy,149,149,12980.88
SO004054,2025-09-14,P028,WH003,Clinic,179,179,16401.77
SO004055,2025-11-05,P041,WH004,hospital,253,126,11854.08
SO004056,2026-06-11,P014,WH002,Pharmacy,431,431,8861.36
SO004057,2026-06-23,P015,WH003,Pharmacy,283,283,19620.39
SO004058,2025-09-18,P037,WH003,Distributor,105,105,7022.4
SO004059,2026-01-21,P024,WH010,Pharmacy,580,580,2279.4
SO004060,2025-11-19,P034,WH001,Hospital,571,571,10380.78
SO004061,2025-07-14,P049,WH007,Pharmacy,261,247,7326.02
SO004062,2025-06-28,P043,WH004,Distributor,388,368,18565.6
SO004063,2026-05-07,P045,WH008,Hospital,27,27,1917.54
SO004064,2026-05-16,P044,WH009,Distributor,61,57,4768.62
SO004065,2026-02-12,P003,WH002,Clinic,261,261,9529.11
SO004066,2025-09-26,P023,WH002,Hospital,513,513,18847.62
SO004067,2025-10-11,P020,WH002,Pharmacy,494,494,44208.06
SO004068,2025-12-18,P045,WH008,Pharmacy,193,183,12996.66
SO004069,2025-10-14,P015,WH002,Pharmacy,23,18,1247.94
SO004070,2025-11-03,P043,WH006,Pharmacy,365,365,18414.25
SO004071,2025-09-24,P016,WH005,Hospital,539,539,15345.33
SO004072,2025-07-08,P007,WH010,Clinic,366,366,14222.76
SO004073,2026-04-15,P033,WH009,Pharmacy,250,250,7955.0
SO004074,2026-04-14,P019,WH002,Pharmacy,561,561,10591.68
SO004075,2026-02-24,P018,WH001,Hospital,22,22,1368.62
SO004076,2026-04-18,P041,WH002,Clinic,338,338,31799.04
SO004077,2026-04-09,P018,WH010,Pharmacy,495,495,30793.95
SO004078,2025-10-22,P003,WH005,Pharmacy,161,161,5878.11
SO004079,2025-12-22,P003,WH008,Pharmacy,493,468,17086.68
SO004080,2026-02-06,P036,WH008,Pharmacy,292,292,26014.28
SO004081,2025-09-02,P016,WH002,Hospital,308,308,8768.76
SO004082,2026-05-14,P043,WH005,Hospital,22,22,1109.9
SO004083,2025-10-23,P023,WH002,Clinic,381,381,13997.94
SO004084,2025-07-26,P023,WH007,Distributor,502,502,18443.48
SO004085,2025-11-13,P015,WH010,Distributor,319,319,22116.27
SO004086,2026-04-21,P009,WH008,Hospital,399,379,23073.52
SO004087,2025-09-24,P040,WH005,Pharmacy,315,315,18707.85
SO004088,2025-10-17,P038,WH001,Pharmacy,207,207,11432.61
SO004089,2025-08-28,P018,WH007,Hospital,272,258,16050.18
SO004090,2025-09-20,P038,WH003,Distributor,511,408,22533.84
SO004091,2025-12-30,P006,WH002,Hospital,556,556,51430.0
SO004092,2025-09-21,P044,WH006,Distributor,103,97,8115.02
SO004093,2026-02-18,P037,WH002,Pharmacy,73,73,4882.24
SO004094,2026-03-04,P046,WH010,Pharmacy,39,37,2477.89
SO004095,2025-08-09,P006,WH008,Clinic,451,451,41717.5
SO004096,2025-09-26,P021,WH003,Clinic,579,579,52538.46
SO004097,2025-12-07,P030,WH002,Pharmacy,414,393,11687.82
SO004098,2026-03-02,P028,WH008,Pharmacy,562,562,51496.06
SO004099,2026-05-23,P020,WH006,hospital,79,79,7069.71
SO004100,2026-03-13,P019,WH004,Pharmacy,312,312,5890.56
SO004101,2025-10-21,P014,WH005,Pharmacy,162,162,3330.72
SO004102,2026-01-26,P001,WH010,Pharmacy,183,173,9527.11
SO004103,2026-02-06,P027,WH007,Hospital,534,534,49085.28
SO004104,2025-09-05,P032,WH004,Hospital,442,442,35903.66
SO004105,2026-01-16,P029,WH007,Hospital,380,380,30932.0
SO004106,2026-01-31,P031,WH006,Hospital,428,428,16315.36
SO004107,2025-10-14,P025,WH005,Hospital,27,27,2385.99
SO004108,2026-03-28,P007,WH003,Pharmacy,475,475,18458.5
SO004109,2025-11-21,P039,WH001,Pharmacy,498,498,5722.02
SO004110,2026-02-08,P046,WH008,Pharmacy,519,519,34757.43
SO004111,2026-01-01,P016,WH007,Pharmacy,460,437,12441.39
SO004112,2025-09-09,P044,WH006,Pharmacy,180,180,15058.8
SO004113,2025-07-22,P011,WH004,Pharmacy,509,483,23662.17
SO004114,2026-04-12,P018,WH005,Pharmacy,367,367,22831.07
SO004115,2026-05-01,P044,WH005,Hospital,364,291,24345.06
SO004116,2026-05-30,P042,WH002,Distributor,484,459,7096.14
SO004117,2025-08-09,P005,WH006,Distributor,169,160,4011.2
SO004118,2025-08-10,P002,WH005,Clinic,590,590,6584.4
SO004119,2026-01-28,P010,WH001,Hospital,578,578,43939.56
SO004120,2025-08-24,P026,WH009,Distributor,105,105,4421.55
SO004121,2025-07-15,P024,WH007,Clinic,62,62,243.66
SO004122,2025-12-10,P026,WH002,Hospital,321,321,13517.31
SO004123,2026-01-14,P016,WH006,Hospital,232,220,6263.4
SO004124,2025-12-27,P025,WH001,Pharmacy,583,583,51519.71
SO004125,2025-10-30,P038,WH002,Pharmacy,325,308,17010.84
SO004126,2025-10-28,P006,WH007,Pharmacy,176,176,16280.0
SO004127,2026-04-22,P012,WH003,Pharmacy,16,16,893.76
SO004128,2026-01-07,P009,WH007,Hospital,505,505,30744.4
SO004129,2026-02-14,P049,WH006,Clinic,506,506,15007.96
SO004130,2026-04-07,P042,WH005,Distributor,87,82,1267.72
SO004131,2026-01-13,P008,WH010,Pharmacy,145,145,12326.45
SO004132,2026-04-25,P031,WH009,Distributor,178,178,6785.36
SO004133,2025-07-07,P041,WH010,Clinic,511,485,45628.8
SO004134,2026-05-07,P032,WH005,Pharmacy,531,531,43133.13
SO004135,2026-04-16,P007,WH005,Hospital,515,515,20012.9
SO004136,2026-05-15,P032,WH008,Pharmacy,529,502,40777.46
SO004137,2025-08-08,P042,WH007,Pharmacy,61,57,881.22
SO004138,2025-08-10,P025,WH001,Hospital,189,189,16701.93
SO004139,2025-08-13,P033,WH010,Hospital,252,252,8018.64
SO004140,2025-11-23,P028,WH002,Pharmacy,558,558,51129.54
SO004141,2025-12-18,P011,WH004,hospital,75,75,3674.25
SO004142,2026-01-20,P031,WH009,Hospital,248,248,9453.76
SO004143,2026-03-29,P010,WH007,Pharmacy,412,412,31320.24
SO004144,2026-03-15,P002,WH002,Hospital,262,262,2923.92
SO004145,2026-05-07,P046,WH008,Hospital,266,266,17814.02
SO004146,2025-10-16,P044,WH001,Hospital,116,110,9202.6
SO004147,2026-03-12,P004,WH008,Clinic,196,196,5297.88
SO004148,2025-09-06,P022,WH005,Pharmacy,276,262,22825.44
SO004149,2025-11-03,P045,WH001,Hospital,165,165,11718.3
SO004150,2025-08-08,P028,WH003,Clinic,171,171,15668.73
SO004151,2025-07-29,P010,WH007,Hospital,370,351,26683.02
SO004152,2025-07-06,P002,WH007,Pharmacy,266,252,2812.32
SO004153,2026-03-14,P049,WH008,Clinic,152,152,4508.32
SO004154,2025-10-15,P031,WH004,Distributor,79,79,3011.48
SO004155,2025-08-27,P042,WH006,Hospital,76,76,1174.96
SO004156,2026-06-07,P023,WH007,Clinic,33,33,1212.42
SO004157,2025-07-03,P016,WH008,Pharmacy,572,572,16284.84
SO004158,2026-04-16,P009,WH003,Pharmacy,309,309,18811.92
SO004159,2026-03-02,P043,WH005,Pharmacy,454,454,22904.3
SO004160,2026-02-17,P006,WH008,Hospital,330,330,30525.0
SO004161,2026-02-27,P025,WH006,Distributor,133,133,11753.21
SO004162,2025-11-26,P004,WH001,Clinic,243,243,6568.29
SO004163,2025-11-10,P048,WH002,Pharmacy,268,268,9581.0
SO004164,2025-12-26,P012,WH003,Hospital,205,205,11451.3
SO004165,2026-02-13,P024,WH007,Distributor,213,202,793.86
SO004166,2025-07-23,P027,WH010,Pharmacy,87,87,7997.04
SO004167,2025-11-08,P048,WH003,Hospital,481,240,8580.0
SO004168,2025-06-28,P003,WH009,Distributor,554,526,19204.26
SO004169,2025-07-22,P012,WH009,Clinic,30,30,1675.8
SO004170,2025-10-24,P047,WH008,Pharmacy,328,328,22133.44
SO004171,2025-10-18,P030,WH009,Pharmacy,568,568,16892.32
SO004172,2025-11-14,P012,WH008,Hospital,500,500,27930.0
SO004173,2026-01-21,P041,WH009,Distributor,391,391,36785.28
SO004174,2026-02-28,P042,WH004,Hospital,365,346,5349.16
SO004175,2026-03-25,P040,WH004,Hospital,491,491,29160.49
SO004176,2025-11-11,P045,WH005,Clinic,146,146,10368.92
SO004177,2025-06-27,P022,WH007,Pharmacy,296,236,20560.32
SO004178,2025-12-23,P015,WH009,Hospital,342,342,23710.86
SO004179,2025-07-28,P028,WH004,Pharmacy,147,147,13469.61
SO004180,2025-12-24,P017,WH007,Pharmacy,146,146,693.5
SO004181,2025-09-20,P044,WH006,Pharmacy,310,294,24596.04
SO004182,2025-11-09,P048,WH009,Pharmacy,250,250,8937.5
SO004183,2025-10-05,P025,WH009,Clinic,388,388,34287.56
SO004184,2026-01-20,P043,WH009,Pharmacy,425,425,21441.25
SO004185,2025-07-10,P045,WH005,hospital,273,273,19388.46
SO004186,2026-04-11,P003,WH003,Hospital,513,513,18729.63
SO004187,2026-04-06,P036,WH006,Hospital,89,89,7929.01
SO004188,2025-12-28,P031,WH002,Hospital,247,247,9415.64
SO004189,2025-07-20,P015,WH007,Hospital,482,482,33417.06
SO004190,2025-12-13,P046,WH007,Pharmacy,325,325,21765.25
SO004191,2026-04-28,P028,WH002,Pharmacy,388,388,35552.44
SO004192,2026-01-27,P043,WH006,Pharmacy,552,552,27848.4
SO004193,2026-04-27,P031,WH004,Distributor,591,591,22528.92
SO004194,2026-02-12,P045,WH007,Hospital,408,387,27484.74
SO004195,2025-07-31,P020,WH008,Pharmacy,472,472,42239.28
SO004196,2026-05-19,P050,WH010,Pharmacy,176,140,10831.8
SO004197,2025-10-17,P045,WH001,Hospital,168,168,11931.36
SO004198,2026-03-13,P021,WH005,Pharmacy,594,594,53899.56
SO004199,2025-11-06,P027,WH009,hospital,297,237,21785.04
SO004200,2025-07-08,P019,WH002,Pharmacy,179,179,3379.52
SO004201,2026-01-08,P036,WH004,Pharmacy,478,382,34032.38
SO004202,2025-11-22,P012,WH008,Distributor,62,62,3463.32
SO004203,2025-07-14,P035,WH005,Pharmacy,344,344,18576.0
SO004204,2026-06-13,P048,WH008,Hospital,361,288,10296.0
SO004205,2026-06-11,P033,WH010,Pharmacy,124,124,3945.68
SO004206,2025-11-20,P036,WH010,Hospital,227,113,10067.17
SO004207,2026-01-09,P041,WH001,Pharmacy,370,370,34809.6
SO004208,2026-06-13,P023,WH007,Pharmacy,160,160,5878.4
SO004209,2025-10-27,P013,WH006,Pharmacy,394,394,18935.64
SO004210,2025-08-12,P030,WH002,Clinic,452,452,13442.48
SO004211,2026-06-19,P010,WH007,Distributor,184,184,13987.68
SO004212,2025-09-17,P041,WH003,Pharmacy,29,29,2728.32
SO004213,2026-03-08,P020,WH004,Pharmacy,282,282,25236.18
SO004214,2026-05-18,P006,WH006,Hospital,482,482,44585.0
SO004215,2026-04-20,P031,WH003,Hospital,34,34,1296.08
SO004216,2026-02-24,P019,WH001,Hospital,333,316,5966.08
SO004217,2025-08-14,P003,WH010,Hospital,101,101,3687.51
SO004218,2026-01-12,P010,WH001,Clinic,458,458,34817.16
SO004219,2025-12-06,P010,WH006,Pharmacy,134,127,9654.54
SO004220,2026-02-19,P021,WH004,Pharmacy,87,87,7894.38
SO004221,2025-06-28,P002,WH007,Clinic,543,543,6059.88
SO004222,2026-01-26,P045,WH009,Hospital,215,215,15269.3
SO004223,2026-02-01,P039,WH008,Distributor,334,317,3642.33
SO004224,2026-05-09,P045,WH003,Hospital,408,408,28976.16
SO004225,2026-06-24,P030,WH007,hospital,381,381,11330.94
SO004226,2025-10-19,P046,WH001,Hospital,584,584,39110.48
SO004227,2026-04-11,P028,WH002,Pharmacy,245,245,22449.35
SO004228,2025-11-19,P018,WH009,Pharmacy,184,147,9144.87
SO004229,2025-07-14,P014,WH010,Distributor,427,427,8779.12
SO004230,2025-11-11,P045,WH008,Pharmacy,95,95,6746.9
SO004231,2026-03-01,P019,WH007,Pharmacy,537,510,9628.8
SO004232,2025-10-03,P040,WH010,Hospital,80,80,4751.2
SO004233,2025-11-04,P036,WH002,Hospital,202,191,17016.19
SO004234,2026-01-10,P041,WH002,Pharmacy,316,316,29729.28
SO004235,2025-10-10,P012,WH007,Hospital,16,15,837.9
SO004236,2025-12-16,P020,WH007,Pharmacy,273,273,24430.77
SO004237,2025-12-25,P034,WH006,Clinic,266,266,4835.88
SO004238,2026-06-17,P036,WH010,Clinic,98,49,4365.41
SO004239,2025-07-25,P021,WH005,Distributor,133,133,12068.42
SO004240,2025-08-04,P019,WH006,Clinic,384,384,7249.92
SO004241,2025-07-03,P041,WH009,Clinic,513,513,48263.04
SO004242,2026-02-06,P041,WH004,Clinic,206,103,9690.24
SO004243,2026-06-05,P043,WH010,Pharmacy,568,568,28655.6
SO004244,2025-08-19,P042,WH001,Pharmacy,302,286,4421.56
SO004245,2025-12-16,P035,WH009,Hospital,481,481,25974.0
SO004246,2026-03-27,P008,WH008,Distributor,328,311,26438.11
SO004247,2026-03-22,P022,WH002,Hospital,244,244,21257.28
SO004248,2026-02-06,P043,WH004,Pharmacy,516,258,13016.1
SO004249,2025-10-13,P038,WH003,Distributor,114,114,6296.22
SO004250,2026-05-20,P018,WH003,Clinic,260,260,16174.6
SO004251,2025-10-23,P008,WH006,Hospital,105,105,8926.05
SO004252,2025-10-14,P002,WH007,Clinic,41,38,424.08
SO004253,2025-09-02,P020,WH008,Hospital,588,588,52620.12
SO004254,2026-04-03,P005,WH007,Pharmacy,475,475,11908.25
SO004255,2026-05-21,P042,WH009,Pharmacy,492,492,7606.32
SO004256,2025-12-24,P030,WH002,Distributor,477,477,14185.98
SO004257,2026-03-21,P018,WH010,Pharmacy,435,435,27061.35
SO004258,2025-08-13,P044,WH004,Clinic,282,282,23592.12
SO004259,2026-05-28,P023,WH002,Pharmacy,479,479,17598.46
SO004260,2025-12-18,P002,WH003,Distributor,384,384,4285.44
SO004261,2025-07-24,P042,WH010,Hospital,153,153,2365.38
SO004262,2025-09-21,P044,WH001,Hospital,170,136,11377.76
SO004263,2025-12-08,P037,WH008,Pharmacy,183,183,12239.04
SO004264,2025-08-09,P042,WH005,Pharmacy,257,257,3973.22
SO004265,2025-12-20,P032,WH005,Clinic,209,209,16977.07
SO004266,2025-10-12,P001,WH008,Pharmacy,561,561,30894.27
SO004267,2026-01-23,P039,WH009,Hospital,259,259,2975.91
SO004268,2025-08-12,P001,WH009,Hospital,36,28,1541.96
SO004269,2025-11-11,P049,WH010,Clinic,251,251,7444.66
SO004270,2026-06-22,P044,WH009,Pharmacy,438,438,36643.08
SO004271,2026-02-18,P031,WH002,Hospital,83,78,2973.36
SO004272,2026-04-14,P039,WH007,Hospital,417,396,4550.04
SO004273,2025-06-27,P008,WH007,Pharmacy,40,32,2720.32
SO004274,2026-06-03,P003,WH004,Hospital,111,105,3833.55
SO004275,2025-08-16,P047,WH005,Pharmacy,284,284,19164.32
SO004276,2025-09-21,P012,WH006,Pharmacy,264,250,13965.0
SO004277,2025-12-03,P049,WH007,Pharmacy,330,313,9283.58
SO004278,2026-02-01,P034,WH002,Pharmacy,395,375,6817.5
SO004279,2026-03-30,P049,WH010,Clinic,560,560,16609.6
SO004280,2026-06-05,P025,WH002,Hospital,234,234,20678.58
SO004281,2025-08-31,P036,WH002,Pharmacy,354,283,25212.47
SO004282,2026-05-14,P007,WH005,Pharmacy,81,81,3147.66
SO004283,2026-05-21,P015,WH006,Hospital,277,277,19204.41
SO004284,2026-06-20,P021,WH006,Clinic,478,478,43373.72
SO004285,2025-09-20,P025,WH003,Pharmacy,309,309,27306.33
SO004286,2026-01-09,P048,WH004,Pharmacy,581,581,20770.75
SO004287,2026-04-18,P038,WH007,Distributor,212,212,11708.76
SO004288,2025-11-26,P037,WH007,Pharmacy,444,444,29694.72
SO004289,2026-04-17,P016,WH006,Pharmacy,236,236,6718.92
SO004290,2025-12-02,P001,WH001,Pharmacy,490,490,26984.3
SO004291,2026-04-16,P047,WH010,Hospital,114,114,7692.72
SO004292,2025-08-15,P037,WH006,Clinic,72,72,4815.36
SO004293,2025-12-29,P045,WH001,Hospital,114,114,8096.28
SO004294,2025-12-01,P014,WH005,Pharmacy,584,467,9601.52
SO004295,2026-01-01,P034,WH006,Hospital,550,550,9999.0
SO004296,2025-12-14,P002,WH007,Pharmacy,282,282,3147.12
SO004297,2025-08-30,P031,WH008,Hospital,122,115,4383.8
SO004298,2025-10-31,P019,WH009,Hospital,397,317,5984.96
SO004299,2026-01-24,P019,WH006,Distributor,245,245,4625.6
SO004300,2026-01-24,P044,WH007,Hospital,583,553,46263.98
SO004301,2026-05-28,P023,WH004,Hospital,375,356,13079.44
SO004302,2026-05-31,P030,WH010,Hospital,471,471,14007.54
SO004303,2025-10-30,P017,WH007,Pharmacy,471,471,2237.25
SO004304,2025-10-27,P002,WH010,Hospital,377,377,4207.32
SO004305,2026-02-15,P011,WH001,Pharmacy,450,450,22045.5
SO004306,2025-12-30,P049,WH003,Hospital,594,594,17618.04
SO004307,2025-07-23,P014,WH001,Pharmacy,270,216,4440.96
SO004308,2026-03-21,P041,WH008,Pharmacy,411,411,38666.88
SO004309,2025-08-05,P029,WH003,Hospital,434,347,28245.8
SO004310,2025-11-02,P019,WH007,Hospital,402,402,7589.76
SO004311,2025-07-27,P028,WH002,Hospital,117,117,10720.71
SO004312,2026-02-09,P001,WH005,Hospital,461,461,25387.27
SO004313,2026-03-01,P005,WH003,Pharmacy,460,437,10955.59
SO004314,2026-03-13,P034,WH010,Clinic,30,30,545.4
SO004315,2026-05-22,P014,WH003,Pharmacy,48,45,925.2
SO004316,2026-05-12,P019,WH005,Pharmacy,238,190,3587.2
SO004317,2026-03-15,P024,WH008,Pharmacy,353,353,1387.29
SO004318,2025-06-28,P040,WH002,Hospital,202,101,5998.39
SO004319,2025-07-02,P017,WH004,Pharmacy,165,165,783.75
SO004320,2026-04-18,P002,WH004,Pharmacy,220,220,2455.2
SO004321,2025-12-02,P031,WH005,Hospital,96,96,3659.52
SO004322,2025-11-18,P017,WH006,Hospital,416,416,1976.0
SO004323,2026-03-30,P008,WH009,Hospital,261,208,17682.08
SO004324,2026-06-24,P046,WH005,Hospital,306,306,20492.82
SO004325,2025-09-02,P017,WH010,Distributor,105,105,498.75
SO004326,2025-11-08,P038,WH008,Clinic,217,217,11984.91
SO004327,2026-03-01,P026,WH005,Pharmacy,556,556,23413.16
SO004328,2025-08-20,P043,WH003,Clinic,204,193,9736.85
SO004329,2026-03-05,P040,WH006,Hospital,331,331,19658.09
SO004330,2025-12-07,P045,WH004,Pharmacy,86,86,6107.72
SO004331,2026-05-28,P040,WH005,Pharmacy,143,71,4216.69
SO004332,2025-06-28,P007,WH008,Clinic,87,87,3380.82
SO004333,2025-10-23,P024,WH004,Hospital,571,542,2130.06
SO004334,2026-04-07,P030,WH007,Hospital,501,501,14899.74
SO004335,2025-10-24,P026,WH003,Pharmacy,585,585,24634.35
SO004336,2025-12-25,P030,WH004,Distributor,558,558,16594.92
SO004337,2025-09-27,P035,WH008,Hospital,254,241,13014.0
SO004338,2026-05-25,P002,WH008,Distributor,296,296,3303.36
SO004339,2026-03-17,P044,WH009,Pharmacy,81,81,6776.46
SO004340,2025-09-23,P004,WH004,Hospital,384,384,10379.52
SO004341,2026-03-08,P005,WH010,Hospital,190,190,4763.3
SO004342,2025-12-03,P048,WH004,Pharmacy,387,387,13835.25
SO004343,2025-10-04,P002,WH005,Pharmacy,488,390,4352.4
SO004344,2025-11-24,P031,WH005,Pharmacy,168,159,6061.08
SO004345,2026-03-16,P027,WH003,Distributor,430,430,39525.6
SO004346,2025-09-05,P024,WH001,Hospital,258,258,1013.94
SO004347,2026-04-10,P045,WH010,Pharmacy,71,71,5042.42
SO004348,2026-01-03,P004,WH001,Hospital,176,176,4757.28
SO004349,2025-07-20,P028,WH008,Hospital,519,415,38026.45
SO004350,2026-05-06,P005,WH004,Pharmacy,226,180,4512.6
SO004351,2025-09-03,P027,WH010,Distributor,458,458,42099.36
SO004352,2026-01-03,P044,WH002,Clinic,456,364,30452.24
SO004353,2025-07-19,P047,WH006,Pharmacy,256,256,17274.88
SO004354,2025-12-10,P005,WH009,Hospital,102,102,2557.14
SO004355,2026-03-31,P005,WH005,Hospital,467,467,11707.69
SO004356,2026-01-07,P048,WH003,Pharmacy,17,17,607.75
SO004357,2026-05-21,P009,WH004,Clinic,369,369,22464.72
SO004358,2026-02-24,P047,WH002,Clinic,359,359,24225.32
SO004359,2025-12-08,P027,WH007,Clinic,423,423,38882.16
SO004360,2026-04-24,P004,WH004,Pharmacy,434,434,11731.02
SO004361,2025-12-21,P049,WH004,Pharmacy,342,342,10143.72
SO004362,2025-11-24,P024,WH008,Pharmacy,541,513,2016.09
SO004363,2025-10-27,P027,WH010,Pharmacy,429,407,37411.44
SO004364,2026-01-28,P001,WH005,Distributor,22,20,1101.4
SO004365,2026-02-23,P032,WH003,Clinic,539,539,43782.97
SO004366,2025-12-11,P016,WH006,Pharmacy,17,17,483.99
SO004367,2026-05-22,P023,WH008,Hospital,435,348,12785.52
SO004368,2025-08-29,P028,WH010,Pharmacy,69,69,6322.47
SO004369,2025-09-22,P020,WH001,Pharmacy,323,306,27383.94
SO004370,2026-05-23,P017,WH009,Pharmacy,565,565,2683.75
SO004371,2026-03-06,P036,WH004,Pharmacy,113,113,10067.17
SO004372,2026-01-03,P045,WH005,Pharmacy,456,456,32385.12
SO004373,2026-05-25,P008,WH010,Pharmacy,444,444,37744.44
SO004374,2025-11-26,P018,WH003,Hospital,221,221,13748.41
SO004375,2025-12-06,P013,WH009,Pharmacy,236,236,11342.16
SO004376,2025-10-16,P009,WH006,hospital,519,519,31596.72
SO004377,2026-05-02,P037,WH001,Clinic,145,137,9162.56
SO004378,2025-08-08,P030,WH009,Pharmacy,481,481,14304.94
