alert_id,created_at,product_id,product_name,warehouse_id,warehouse_name,supplier_id,supplier_name,alert_type,severity,quantity_on_hand,reorder_threshold,days_to_expiry,status
ALT000400,2026-06-26,P005,Augmentin,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,51,92,32,Open
ALT000401,2026-06-26,P035,Biseptine,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,79,137,848,Open
ALT000402,2026-06-26,P044,Eliquis,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,92,180,109,Open
ALT000403,2026-06-26,P037,Atorvastatine,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,90,128,114,Open
ALT000404,2026-06-26,P028,Omeprazole,WH008,Rome Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,90,232,466,Open
ALT000405,2026-06-26,P032,Cetirizine,WH005,Madrid Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,78,204,180,Open
ALT000406,2026-06-26,P025,Insuline,WH004,Munich Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,35,270,238,Open
ALT000407,2026-06-26,P007,Efferalgan,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,87,214,789,Open
ALT000408,2026-06-26,P021,Tramadol,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,43,177,528,Open
ALT000409,2026-06-26,P018,Zyrtec,WH002,Lyon Distribution Center,SUP002,PharmaLogistics,Low Stock,High,45,294,790,Open
ALT000410,2026-06-26,P049,Doxycycline,WH007,Milan Distribution Center,SUP002,PharmaLogistics,Low Stock,High,33,84,705,Open
ALT000411,2026-06-26,P024,Metformine,WH002,Lyon Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,71,294,107,Open
ALT000412,2026-06-26,P036,Sertraline,WH006,Barcelona Distribution Center,SUP006,HealthChain Partners,Low Stock,High,43,165,863,Open
ALT000413,2026-06-26,P008,Spasfon,WH002,Lyon Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,5,136,147,Open
ALT000414,2026-06-26,P049,Doxycycline,WH010,Amsterdam Distribution Center,SUP002,PharmaLogistics,Low Stock,High,43,84,175,Open
ALT000415,2026-06-26,P027,Ramipril,WH010,Amsterdam Distribution Center,SUP004,EuroMeds,Low Stock,High,42,130,884,Open
ALT000416,2026-06-26,P032,Cetirizine,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,High,25,204,139,Open
ALT000417,2026-06-26,P021,Tramadol,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,79,177,516,Open
ALT000418,2026-06-26,P008,Spasfon,WH010,Amsterdam Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,71,136,449,Open
ALT000419,2026-06-26,P003,Ibuprofene,WH006,Barcelona Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,10,232,159,Open
ALT000420,2026-06-26,P023,Azithromycine,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,57,111,345,Open
ALT000421,2026-06-26,P034,Ketoprofene,WH010,Amsterdam Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,70,137,251,Open
ALT000422,2026-06-26,P036,Sertraline,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,High,33,165,333,Open
ALT000423,2026-06-26,P005,Augmentin,WH007,Milan Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,14,92,10,Open
ALT000424,2026-06-26,P047,Lantus,WH005,Madrid Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,7,139,16,Open
ALT000425,2026-06-26,P030,Furosemide,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,53,142,205,Open
ALT000426,2026-06-26,P008,Spasfon,WH007,Milan Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,55,136,407,Open
ALT000427,2026-06-26,P003,Ibuprofene,WH007,Milan Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,26,232,286,Open
ALT000428,2026-06-26,P022,Cefixime,WH005,Madrid Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,39,145,237,Open
ALT000429,2026-06-26,P032,Cetirizine,WH010,Amsterdam Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,203,204,194,Open
ALT000430,2026-06-26,P038,Rivaroxaban,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,76,259,64,Open
ALT000431,2026-06-26,P014,Lovenox,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,97,223,607,Open
ALT000432,2026-06-26,P036,Sertraline,WH007,Milan Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,79,165,813,Open
ALT000433,2026-06-26,P027,Ramipril,WH005,Madrid Distribution Center,SUP004,EuroMeds,Low Stock,Medium,58,130,385,Open
ALT000434,2026-06-26,P009,Kardegic,WH003,Berlin Distribution Center,SUP002,PharmaLogistics,Low Stock,High,47,115,810,Open
ALT000435,2026-06-26,P026,Amlodipine,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,67,165,270,Open
ALT000436,2026-06-26,P015,Plavix,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,49,221,154,Open
ALT000437,2026-06-26,P037,Atorvastatine,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,43,128,431,Open
ALT000438,2026-06-26,P042,Flagyl,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,46,133,780,Open
ALT000439,2026-06-26,P018,Zyrtec,WH002,Lyon Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,53,294,632,Open
ALT000440,2026-06-26,P035,Biseptine,WH004,Munich Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,75,137,763,Open
ALT000441,2026-06-26,P042,Flagyl,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,10,133,577,Open
ALT000442,2026-06-26,P006,Ventoline,WH002,Lyon Distribution Center,SUP001,MediSupply Europe,Low Stock,High,16,139,27,Open
ALT000443,2026-06-26,P002,Amoxicilline,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,58,129,108,Open
ALT000444,2026-06-26,P025,Insuline,WH007,Milan Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,23,270,95,Open
ALT000445,2026-06-26,P014,Lovenox,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,153,223,232,Open
ALT000446,2026-06-26,P046,Humalog,WH003,Berlin Distribution Center,SUP001,MediSupply Europe,Low Stock,High,22,132,204,Open
ALT000447,2026-06-26,P003,Ibuprofene,WH002,Lyon Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,75,232,624,Open
ALT000448,2026-06-26,P025,Insuline,WH010,Amsterdam Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,255,270,700,Open
ALT000449,2026-06-26,P021,Tramadol,WH003,Berlin Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,169,177,219,Open
ALT000450,2026-06-26,P032,Cetirizine,WH007,Milan Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,188,204,461,Open
ALT000451,2026-06-26,P043,Cortancyl,WH005,Madrid Distribution Center,SUP006,HealthChain Partners,Low Stock,High,45,267,404,Open
ALT000452,2026-06-26,P023,Azithromycine,WH002,Lyon Distribution Center,SUP006,HealthChain Partners,Low Stock,High,32,111,245,Open
ALT000453,2026-06-26,P025,Insuline,WH004,Munich Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,22,270,315,Open
ALT000454,2026-06-26,P050,Nurofen,WH009,Brussels Distribution Center,SUP002,PharmaLogistics,Low Stock,High,34,182,424,Open
ALT000455,2026-06-26,P031,Loratadine,WH005,Madrid Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,20,269,130,Open
ALT000456,2026-06-26,P015,Plavix,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,67,221,45,Open
ALT000457,2026-06-26,P023,Azithromycine,WH002,Lyon Distribution Center,SUP006,HealthChain Partners,Low Stock,High,46,111,388,Open
ALT000458,2026-06-26,P021,Tramadol,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,65,177,222,Open
ALT000459,2026-06-26,P009,Kardegic,WH009,Brussels Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,78,115,380,Open
ALT000460,2026-06-26,P033,Fluconazole,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,89,229,472,Open
ALT000461,2026-06-26,P039,Bisoprolol,WH001,Paris Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,29,249,407,Open
ALT000462,2026-06-26,P037,Atorvastatine,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,4,128,278,Open
ALT000463,2026-06-26,P035,Biseptine,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,31,137,211,Open
ALT000464,2026-06-26,P007,Efferalgan,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,79,214,432,Open
ALT000465,2026-06-26,P022,Cefixime,WH003,Berlin Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,3,145,537,Open
ALT000466,2026-06-26,P014,Lovenox,WH004,Munich Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,5,223,80,Open
ALT000467,2026-06-26,P007,Efferalgan,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,57,214,811,Open
ALT000468,2026-06-26,P021,Tramadol,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,56,177,77,Open
ALT000469,2026-06-26,P038,Rivaroxaban,WH010,Amsterdam Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,52,259,666,Open
ALT000470,2026-06-26,P039,Bisoprolol,WH010,Amsterdam Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,93,249,246,Open
ALT000471,2026-06-26,P005,Augmentin,WH005,Madrid Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,9,92,823,Open
ALT000472,2026-06-26,P013,Forlax,WH007,Milan Distribution Center,SUP004,EuroMeds,Low Stock,High,11,87,741,Open
ALT000473,2026-06-26,P021,Tramadol,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,80,177,582,Open
ALT000474,2026-06-26,P018,Zyrtec,WH005,Madrid Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,60,294,131,Open
ALT000475,2026-06-26,P035,Biseptine,WH003,Berlin Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,54,137,840,Open
ALT000476,2026-06-26,P041,Clamoxyl,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,28,94,189,Open
ALT000477,2026-06-26,P029,Prednisone,WH004,Munich Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,59,265,692,Open
ALT000478,2026-06-26,P021,Tramadol,WH005,Madrid Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,19,177,344,Open
ALT000479,2026-06-26,P041,Clamoxyl,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,59,94,413,Open
ALT000480,2026-06-26,P001,Doliprane,WH007,Milan Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,95,178,719,Open
ALT000481,2026-06-26,P048,Inexium,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,26,187,266,Open
ALT000482,2026-06-26,P045,Xarelto,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,48,87,631,Open
ALT000483,2026-06-26,P044,Eliquis,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,52,180,587,Open
ALT000484,2026-06-26,P023,Azithromycine,WH004,Munich Distribution Center,SUP006,HealthChain Partners,Low Stock,High,31,111,472,Open
ALT000485,2026-06-26,P031,Loratadine,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,54,269,702,Open
ALT000486,2026-06-26,P007,Efferalgan,WH001,Paris Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,9,214,58,Open
ALT000487,2026-06-26,P043,Cortancyl,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,77,267,529,Open
ALT000488,2026-06-26,P005,Augmentin,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,26,92,805,Open
ALT000489,2026-06-26,P032,Cetirizine,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,77,204,63,Open
ALT000490,2026-06-26,P010,Aerius,WH005,Madrid Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,232,252,53,Open
ALT000491,2026-06-26,P008,Spasfon,WH007,Milan Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,91,136,22,Open
ALT000492,2026-06-26,P025,Insuline,WH002,Lyon Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,232,270,157,Open
ALT000493,2026-06-26,P015,Plavix,WH002,Lyon Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,24,221,292,Open
ALT000494,2026-06-26,P049,Doxycycline,WH002,Lyon Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,69,84,429,Open
ALT000495,2026-06-26,P050,Nurofen,WH002,Lyon Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,67,182,839,Open
ALT000496,2026-06-26,P036,Sertraline,WH007,Milan Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,94,165,45,Open
ALT000497,2026-06-26,P027,Ramipril,WH009,Brussels Distribution Center,SUP004,EuroMeds,Low Stock,High,31,130,78,Open
ALT000498,2026-06-26,P002,Amoxicilline,WH006,Barcelona Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,92,129,259,Open
ALT000499,2026-06-26,P013,Forlax,WH007,Milan Distribution Center,SUP004,EuroMeds,Low Stock,Medium,84,87,160,Open
ALT000500,2026-06-26,P032,Cetirizine,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,High,12,204,583,Open
ALT000501,2026-06-26,P010,Aerius,WH007,Milan Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,26,252,509,Open
ALT000502,2026-06-26,P015,Plavix,WH009,Brussels Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,217,221,593,Open
ALT000503,2026-06-26,P040,Salbutamol,WH005,Madrid Distribution Center,SUP002,PharmaLogistics,Low Stock,High,6,149,435,Open
ALT000504,2026-06-26,P018,Zyrtec,WH002,Lyon Distribution Center,SUP002,PharmaLogistics,Low Stock,High,1,294,733,Open
ALT000505,2026-06-26,P025,Insuline,WH006,Barcelona Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,11,270,467,Open
ALT000506,2026-06-26,P014,Lovenox,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,138,223,378,Open
ALT000507,2026-06-26,P044,Eliquis,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,85,180,8,Open
ALT000508,2026-06-26,P049,Doxycycline,WH007,Milan Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,70,84,692,Open
ALT000509,2026-06-26,P030,Furosemide,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,48,142,36,Open
ALT000510,2026-06-26,P018,Zyrtec,WH002,Lyon Distribution Center,SUP002,PharmaLogistics,Low Stock,High,16,294,113,Open
ALT000511,2026-06-26,P022,Cefixime,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,42,145,755,Open
ALT000512,2026-06-26,P025,Insuline,WH007,Milan Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,163,270,828,Open
ALT000513,2026-06-26,P022,Cefixime,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,11,145,49,Open
ALT000514,2026-06-26,P013,Forlax,WH006,Barcelona Distribution Center,SUP004,EuroMeds,Low Stock,High,8,87,681,Open
ALT000515,2026-06-26,P031,Loratadine,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,19,269,226,Open
ALT000516,2026-06-26,P023,Azithromycine,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,79,111,489,Open
ALT000517,2026-06-26,P044,Eliquis,WH003,Berlin Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,60,180,233,Open
ALT000518,2026-06-26,P033,Fluconazole,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,4,229,799,Open
ALT000519,2026-06-26,P019,Mopral,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,98,222,389,Open
ALT000520,2026-06-26,P030,Furosemide,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,18,142,744,Open
ALT000521,2026-06-26,P008,Spasfon,WH001,Paris Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,62,136,809,Open
ALT000522,2026-06-26,P042,Flagyl,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,40,133,375,Open
ALT000523,2026-06-26,P004,Paracetamol,WH007,Milan Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,9,231,460,Open
ALT000524,2026-06-26,P034,Ketoprofene,WH005,Madrid Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,44,137,867,Open
ALT000525,2026-06-26,P046,Humalog,WH009,Brussels Distribution Center,SUP001,MediSupply Europe,Low Stock,High,45,132,147,Open
ALT000526,2026-06-26,P041,Clamoxyl,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,24,94,461,Open
ALT000527,2026-06-26,P006,Ventoline,WH007,Milan Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,133,139,608,Open
ALT000528,2026-06-26,P004,Paracetamol,WH009,Brussels Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,152,231,826,Open
ALT000529,2026-06-26,P024,Metformine,WH009,Brussels Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,153,294,315,Open
ALT000530,2026-06-26,P038,Rivaroxaban,WH006,Barcelona Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,98,259,787,Open
ALT000531,2026-06-26,P038,Rivaroxaban,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,58,259,92,Open
ALT000532,2026-06-26,P029,Prednisone,WH006,Barcelona Distribution Center,SUP006,HealthChain Partners,Low Stock,High,20,265,264,Open
ALT000533,2026-06-26,P014,Lovenox,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,34,223,577,Open
ALT000534,2026-06-26,P004,Paracetamol,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,205,231,247,Open
ALT000535,2026-06-26,P030,Furosemide,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,65,142,428,Open
ALT000536,2026-06-26,P019,Mopral,WH007,Milan Distribution Center,SUP001,MediSupply Europe,Low Stock,High,14,222,224,Open
ALT000537,2026-06-26,P024,Metformine,WH002,Lyon Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,15,294,251,Open
ALT000538,2026-06-26,P045,Xarelto,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,37,87,695,Open
ALT000539,2026-06-26,P038,Rivaroxaban,WH007,Milan Distribution Center,SUP001,MediSupply Europe,Low Stock,High,34,259,808,Open
ALT000540,2026-06-26,P019,Mopral,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,73,222,579,Open
ALT000541,2026-06-26,P048,Inexium,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,36,187,442,Open
ALT000542,2026-06-26,P045,Xarelto,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,27,87,620,Open
ALT000543,2026-06-26,P049,Doxycycline,WH010,Amsterdam Distribution Center,SUP002,PharmaLogistics,Low Stock,High,14,84,846,Open
ALT000544,2026-06-26,P015,Plavix,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,18,221,170,Open
ALT000545,2026-06-26,P047,Lantus,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,83,139,613,Open
ALT000546,2026-06-26,P014,Lovenox,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,14,223,493,Open
ALT000547,2026-06-26,P039,Bisoprolol,WH001,Paris Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,94,249,220,Open
ALT000548,2026-06-26,P026,Amlodipine,WH007,Milan Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,30,165,496,Open
ALT000549,2026-06-26,P049,Doxycycline,WH007,Milan Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,60,84,354,Open
ALT000550,2026-06-26,P017,Levothyrox,WH004,Munich Distribution Center,SUP004,EuroMeds,Low Stock,Medium,88,194,359,Open
ALT000551,2026-06-26,P026,Amlodipine,WH005,Madrid Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,10,165,890,Open
ALT000552,2026-06-26,P049,Doxycycline,WH010,Amsterdam Distribution Center,SUP002,PharmaLogistics,Low Stock,High,47,84,841,Open
ALT000553,2026-06-26,P010,Aerius,WH004,Munich Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,55,252,269,Open
ALT000554,2026-06-26,P041,Clamoxyl,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,72,94,850,Open
ALT000555,2026-06-26,P046,Humalog,WH005,Madrid Distribution Center,SUP001,MediSupply Europe,Low Stock,High,43,132,160,Open
ALT000556,2026-06-26,P044,Eliquis,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,60,180,176,Open
ALT000557,2026-06-26,P030,Furosemide,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,64,142,832,Open
ALT000558,2026-06-26,P010,Aerius,WH007,Milan Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,37,252,272,Open
ALT000559,2026-06-26,P006,Ventoline,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,High,30,139,436,Open
ALT000560,2026-06-26,P020,Gaviscon,WH009,Brussels Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,77,171,370,Open
ALT000561,2026-06-26,P018,Zyrtec,WH010,Amsterdam Distribution Center,SUP002,PharmaLogistics,Low Stock,High,43,294,807,Open
ALT000562,2026-06-26,P050,Nurofen,WH004,Munich Distribution Center,SUP002,PharmaLogistics,Low Stock,High,3,182,375,Open
ALT000563,2026-06-26,P033,Fluconazole,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,46,229,761,Open
ALT000564,2026-06-26,P007,Efferalgan,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,3,214,338,Open
ALT000565,2026-06-26,P024,Metformine,WH005,Madrid Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,140,294,638,Open
ALT000566,2026-06-26,P015,Plavix,WH001,Paris Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,97,221,420,Open
ALT000567,2026-06-26,P014,Lovenox,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,5,223,284,Open
ALT000568,2026-06-26,P023,Azithromycine,WH010,Amsterdam Distribution Center,SUP006,HealthChain Partners,Low Stock,High,14,111,611,Open
ALT000569,2026-06-26,P024,Metformine,WH010,Amsterdam Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,90,294,367,Open
ALT000570,2026-06-26,P019,Mopral,WH009,Brussels Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,67,222,392,Open
ALT000571,2026-06-26,P041,Clamoxyl,WH007,Milan Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,62,94,447,Open
ALT000572,2026-06-26,P034,Ketoprofene,WH005,Madrid Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,81,137,645,Open
ALT000573,2026-06-26,P046,Humalog,WH007,Milan Distribution Center,SUP001,MediSupply Europe,Low Stock,High,35,132,420,Open
ALT000574,2026-06-26,P021,Tramadol,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,11,177,372,Open
ALT000575,2026-06-26,P047,Lantus,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,50,139,610,Open
ALT000576,2026-06-26,P038,Rivaroxaban,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,62,259,361,Open
ALT000577,2026-06-26,P010,Aerius,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,33,252,646,Open
ALT000578,2026-06-26,P026,Amlodipine,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,87,165,836,Open
ALT000579,2026-06-26,P039,Bisoprolol,WH005,Madrid Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,63,249,163,Open
ALT000580,2026-06-26,P043,Cortancyl,WH003,Berlin Distribution Center,SUP006,HealthChain Partners,Low Stock,High,20,267,309,Open
ALT000581,2026-06-26,P005,Augmentin,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,15,92,39,Open
ALT000582,2026-06-26,P012,Smecta,WH007,Milan Distribution Center,SUP001,MediSupply Europe,Low Stock,High,32,144,273,Open
ALT000583,2026-06-26,P010,Aerius,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,204,252,82,Open
ALT000584,2026-06-26,P008,Spasfon,WH010,Amsterdam Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,73,136,56,Open
ALT000585,2026-06-26,P024,Metformine,WH003,Berlin Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,28,294,855,Open
ALT000586,2026-06-26,P009,Kardegic,WH005,Madrid Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,90,115,77,Open
ALT000587,2026-06-26,P015,Plavix,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,86,221,128,Open
ALT000588,2026-06-26,P016,Toplexil,WH002,Lyon Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,8,283,847,Open
ALT000589,2026-06-26,P032,Cetirizine,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,High,43,204,179,Open
ALT000590,2026-06-26,P048,Inexium,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,76,187,435,Open
ALT000591,2026-06-26,P032,Cetirizine,WH003,Berlin Distribution Center,SUP001,MediSupply Europe,Low Stock,High,35,204,253,Open
ALT000592,2026-06-26,P016,Toplexil,WH004,Munich Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,218,283,648,Open
ALT000593,2026-06-26,P001,Doliprane,WH007,Milan Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,28,178,821,Open
ALT000594,2026-06-26,P030,Furosemide,WH005,Madrid Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,41,142,855,Open
ALT000595,2026-06-26,P013,Forlax,WH001,Paris Distribution Center,SUP004,EuroMeds,Low Stock,Medium,80,87,538,Open
ALT000596,2026-06-26,P004,Paracetamol,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,87,231,838,Open
ALT000597,2026-06-26,P004,Paracetamol,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,36,231,230,Open
ALT000598,2026-06-26,P020,Gaviscon,WH009,Brussels Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,17,171,842,Open
